web_name,team,position,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in_event,transfers_out_event,bonus,goals_scored,assists,goals_conceded,clean_sheets,saves,own_goals,penalties_missed,penalties_saved,penalties_order,yellow_cards,red_cards,starts,minutes,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,chance_of_playing_next_round,chance_of_playing_this_round,status,in_dreamteam,dreamteam_count,ep_this,ep_next,strength,is_GKP,goal_involvement
Dier,TOT,DEF,0.0,4.3,0.6,0,0,0.0,0.0,0.0,0.0,795,2102,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.5,4,0,0
E.Royal,TOT,DEF,0.3,4.5,1.0,0,11,8.0,52.8,14.7,11.0,1078,6215,1,1,0,3,0,0,0,0,0,0.0,0,0,1,97,0.05,0.14,0.19,2.41,0.0,0.0,Available,0,0,-0.2,0.8,4,0,1
Forster,TOT,GKP,0.0,4.0,2.5,0,0,0.0,0.0,0.0,0.0,562,8156,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,-0.5,0.5,4,1,0
Højbjerg,TOT,MID,1.0,5.300000000000001,0.3,1,5,3.7,21.0,11.8,4.0,588,1025,0,0,0,1,0,0,0,0,0,0.0,1,0,0,80,0.01,0.27,0.28,1.32,0.0,0.0,Available,0,0,0.5,1.5,4,0,0
Kane,TOT,FWD,0.0,12.5,0.7,0,0,0.0,0.0,0.0,0.0,0,642,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Kulusevski,TOT,MID,4.7,7.0,1.9,2,28,66.2,156.4,259.5,244.0,37738,11394,3,2,0,7,2,0,0,0,0,0.0,1,0,7,622,0.86,1.27,2.12,9.65,0.0,0.0,Available,0,0,4.2,5.2,4,0,2
Lloris,TOT,GKP,0.0,4.800000000000001,0.6,0,0,0.0,0.0,0.0,0.0,1357,1842,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.5,4,1,0
Lo Celso,TOT,MID,0.0,4.800000000000001,0.0,0,1,2.1,3.2,13.8,4.0,9,153,0,0,0,0,0,0,0,0,0,0.0,0,0,0,16,0.0,0.02,0.02,0.12,0.0,0.0,Injured,0,0,0.0,0.0,4,0,0
Maddison,TOT,MID,4.0,8.0,33.5,2,41,79.1,243.8,317.8,230.0,378343,64704,5,2,4,7,2,0,0,0,0,2.0,2,0,7,593,1.9,2.48,4.38,9.61,100.0,75.0,Available,0,0,2.6,4.5,4,0,6
Ndombele,TOT,MID,0.0,4.4,0.3,0,0,0.0,0.0,0.0,0.0,0,1563,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Pedro Porro,TOT,DEF,3.3,5.0,7.3,7,26,31.8,137.4,146.0,34.0,185829,21497,3,0,2,6,2,0,0,0,0,0.0,1,0,6,537,0.42,0.76,1.18,7.74,0.0,0.0,Available,0,0,2.8,3.8,4,0,2
Perišić,TOT,DEF,1.0,4.800000000000001,1.2,0,6,14.0,41.6,71.2,27.0,117,10337,0,0,1,1,0,0,0,0,0,0.0,2,0,0,98,0.12,0.8,0.92,1.44,0.0,0.0,Injured,0,0,0.0,0.0,4,0,1
Richarlison,TOT,MID,4.7,6.7,1.7,5,20,34.9,98.0,61.7,190.0,31772,7968,0,1,2,4,1,0,0,0,0,2.0,2,0,4,347,1.7,0.47,2.17,6.32,100.0,100.0,Available,0,0,4.2,5.2,4,0,3
Rodon,TOT,DEF,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,320,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Romero,TOT,DEF,0.3,4.800000000000001,15.8,1,28,29.0,194.0,32.5,63.0,68472,45646,1,2,0,6,2,0,1,0,0,0.0,2,0,7,553,0.78,0.26,1.04,8.01,100.0,100.0,Available,0,0,-0.2,0.8,4,0,2
Sánchez,TOT,DEF,0.0,4.4,0.1,0,0,2.6,17.0,5.0,4.0,0,460,0,0,0,2,0,0,0,0,0,0.0,1,0,0,76,0.12,0.03,0.15,2.02,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Sarr,TOT,MID,1.7,4.6000000000000005,3.4,2,21,40.0,124.6,98.7,175.0,25036,20763,2,1,1,5,1,0,0,0,0,0.0,2,0,6,466,1.71,0.58,2.29,7.17,0.0,0.0,Available,0,0,1.2,2.2,4,0,2
Sessegnon,TOT,DEF,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,20,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,4,0,0
Skipp,TOT,MID,0.3,4.7,0.1,1,4,1.9,6.0,9.4,6.0,277,480,0,0,0,3,0,0,0,0,0,0.0,1,0,1,102,0.0,0.02,0.02,1.96,0.0,0.0,Available,0,0,-0.2,0.8,4,0,0
Son,TOT,MID,7.7,9.3,27.3,7,51,64.3,239.0,149.9,256.0,702468,22003,5,6,0,7,2,0,0,0,0,1.0,0,0,7,550,2.9,1.37,4.27,8.88,100.0,75.0,Available,1,2,5.4,8.2,4,0,6
Spence,TOT,DEF,0.0,4.0,0.3,0,0,0.0,0.0,0.0,0.0,0,1462,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Tanganga,TOT,DEF,0.0,4.0,0.5,0,0,0.0,0.0,0.0,0.0,0,2187,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Udogie,TOT,DEF,1.0,4.800000000000001,18.9,1,26,30.8,143.0,95.8,69.0,175163,55521,4,0,2,8,2,0,0,0,0,0.0,3,0,7,592,0.15,0.72,0.87,9.55,0.0,0.0,Available,0,1,0.5,1.5,4,0,2
Vicario,TOT,GKP,2.7,5.1000000000000005,6.0,3,29,21.0,211.0,0.0,0.0,59221,21611,3,0,0,8,2,27,0,0,0,0.0,1,0,7,630,0.0,0.0,0.0,10.03,0.0,0.0,Available,0,1,2.2,3.2,4,1,0
Whiteman,TOT,GKP,0.0,3.9000000000000004,0.2,0,0,0.0,0.0,0.0,0.0,328,579,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,4,1,0
Solomon,TOT,MID,1.0,5.300000000000001,0.2,1,14,28.0,73.4,144.3,61.0,1264,1805,2,0,2,2,0,0,0,0,0,0.0,1,0,2,196,0.41,0.75,1.16,1.79,0.0,0.0,Available,0,1,0.5,1.5,4,0,2
Van de Ven,TOT,DEF,1.3,4.5,1.3,2,19,13.5,113.6,10.5,10.0,19518,6891,1,0,0,8,2,0,0,0,0,0.0,1,0,7,630,0.04,0.08,0.12,10.02,0.0,0.0,Available,0,0,0.8,1.8,4,0,0
Scarlett,TOT,FWD,0.0,4.5,0.2,0,0,0.0,0.0,0.0,0.0,0,883,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Veliz,TOT,FWD,0.0,5.4,0.1,0,0,0.0,0.0,0.3,0.0,400,312,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.5,4,0,0
Phillips,TOT,DEF,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,673,488,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.5,4,0,0
Donley,TOT,FWD,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,420,81,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.7,1.7,4,0,0
N.Aguerd,WHU,DEF,2.7,4.5,0.8,6,17,24.7,170.8,11.5,65.0,4240,3555,0,1,0,9,1,0,0,0,0,0.0,0,1,6,516,0.73,0.02,0.75,13.19,100.0,100.0,Available,0,0,3.2,2.2,3,0,1
Antonio,WHU,FWD,3.0,5.9,4.4,5,28,26.0,114.0,57.6,89.0,17982,29110,4,2,1,4,4,0,0,0,0,0.0,1,0,7,519,1.13,1.13,2.26,10.86,75.0,0.0,Doubtful,0,1,3.5,1.9,3,0,3
Areola,WHU,GKP,4.0,4.2,33.3,6,32,24.0,240.8,0.0,0.0,184555,25057,2,0,0,10,1,32,0,0,1,0.0,0,0,7,630,0.0,0.0,0.0,14.53,0.0,0.0,Available,0,0,4.5,3.5,3,1,0
Benrahma,WHU,MID,0.7,5.800000000000001,0.6,1,13,25.0,48.0,95.6,107.0,926,2947,0,0,1,5,1,0,0,0,0,1.0,0,0,3,319,0.48,0.61,1.09,6.86,0.0,0.0,Available,0,0,1.2,0.2,3,0,1
Bowen,WHU,MID,6.0,7.300000000000001,16.3,9,48,64.1,239.2,83.1,319.0,273185,62697,6,5,1,10,1,0,0,0,0,4.0,1,0,7,630,3.64,0.77,4.41,14.49,100.0,100.0,Available,1,1,6.5,5.5,3,0,6
Cornet,WHU,MID,0.0,5.300000000000001,0.1,0,1,0.2,2.2,0.0,0.0,74,112,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,3,0,0
Coufal,WHU,DEF,6.7,4.5,1.3,12,28,32.7,185.0,135.8,6.0,63904,13500,3,0,3,10,1,0,0,0,0,0.0,0,0,7,626,0.0,0.89,0.89,14.53,0.0,0.0,Available,0,1,7.2,6.2,3,0,3
Coventry,WHU,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,376,389,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,3,0,0
Cresswell,WHU,DEF,0.0,4.3,0.4,0,0,0.0,0.0,0.0,0.0,49,3479,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Downes,WHU,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0,35,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Emerson,WHU,DEF,3.3,4.5,0.7,8,18,23.6,117.4,85.5,32.0,2900,2485,2,0,1,10,1,0,0,0,0,0.0,3,0,7,630,0.1,0.56,0.66,14.53,0.0,0.0,Available,0,0,3.8,2.8,3,0,1
Fabianski,WHU,GKP,0.0,4.3,1.6,0,0,0.0,0.0,0.0,0.0,869,5004,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,3,1,0
P.Fornals,WHU,MID,0.7,4.800000000000001,0.1,1,7,9.4,20.2,26.5,47.0,104,223,0,0,0,3,0,0,0,0,0,0.0,0,0,1,141,0.24,0.1,0.34,2.94,0.0,0.0,Available,0,0,1.2,0.2,3,0,0
Ings,WHU,FWD,0.7,5.7,0.8,0,5,1.8,8.2,0.7,9.0,1043,3770,0,0,0,2,0,0,0,0,0,0.0,0,0,0,33,0.12,0.01,0.13,1.92,0.0,0.0,Available,0,0,1.2,0.2,3,0,0
Johnson,WHU,DEF,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,81,180,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,75.0,0.0,Doubtful,0,0,0.5,-0.4,3,0,0
Kehrer,WHU,DEF,0.3,4.3,0.1,0,2,0.9,8.4,0.7,0.0,166,362,0,0,0,1,0,0,0,0,0,0.0,1,0,0,18,0.0,0.0,0.0,0.45,0.0,0.0,Available,0,0,0.8,-0.2,3,0,0
Mubama,WHU,FWD,0.0,4.3,6.6,0,0,0.0,0.0,0.0,0.0,52478,63383,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,3,0,0
L.Paquetá,WHU,MID,2.3,6.0,1.9,3,22,36.6,142.2,151.1,73.0,6916,9909,1,1,1,9,2,0,0,0,0,2.0,3,0,7,620,1.47,1.39,2.86,13.63,0.0,0.0,Available,0,0,2.8,1.8,3,0,2
Scamacca,WHU,FWD,0.0,6.0,0.0,0,0,0.0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Souček,WHU,MID,3.7,4.9,0.7,8,21,33.7,155.4,71.0,110.0,9912,3212,2,1,1,7,1,0,0,0,0,0.0,1,0,6,467,1.56,0.41,1.97,11.41,100.0,100.0,Available,0,0,4.2,3.2,3,0,2
Vlašić,WHU,MID,0.0,4.5,0.1,0,0,0.0,0.0,0.0,0.0,0,185,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Zouma,WHU,DEF,2.7,4.5,2.2,7,25,23.2,177.8,14.0,40.0,12303,9434,4,1,0,10,1,0,0,0,0,0.0,1,0,7,630,0.26,0.0,0.26,14.53,0.0,0.0,Available,0,1,3.2,2.2,3,0,1
Ogbonna,WHU,DEF,0.0,4.4,0.1,0,3,3.0,29.8,0.1,0.0,116,284,0,0,0,1,0,0,0,0,0,0.0,0,0,1,111,0.0,0.0,0.0,1.7,0.0,0.0,Available,0,0,0.5,-0.5,3,0,0
Álvarez,WHU,MID,1.3,5.0,0.1,2,8,11.7,85.8,17.9,14.0,740,623,0,0,0,6,1,0,0,0,0,0.0,4,0,5,410,0.16,0.06,0.22,9.37,100.0,100.0,Available,0,0,1.8,0.8,3,0,0
Anang,WHU,GKP,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,149,154,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,3,1,0
Ward-Prowse,WHU,MID,4.3,6.300000000000001,13.6,4,35,54.6,229.0,209.9,107.0,97676,80999,4,2,3,9,1,0,0,0,0,0.0,1,0,6,530,1.6,1.93,3.53,13.03,0.0,0.0,Available,0,0,4.8,3.8,3,0,5
Mavropanos,WHU,DEF,0.3,4.5,0.0,1,1,0.0,0.2,0.0,0.0,71,83,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.05,100.0,100.0,Available,0,0,0.8,-0.2,3,0,0
Kudus,WHU,MID,1.0,6.5,0.3,1,4,2.4,16.0,2.3,6.0,2023,4159,0,0,0,4,0,0,0,0,0,0.0,0,0,0,58,0.0,0.01,0.01,1.99,0.0,0.0,Available,0,0,1.5,0.5,3,0,0
Doyle,WOL,MID,0.7,4.4,0.0,0,2,0.4,3.6,0.8,0.0,414,201,0,0,0,2,0,0,0,0,0,0.0,0,0,0,14,0.0,0.0,0.0,0.98,100.0,0.0,Available,0,0,0.0,0.7,3,0,0
Aït-Nouri,WOL,DEF,1.7,4.5,0.4,2,7,14.3,84.6,43.0,16.0,1654,1038,0,0,0,9,0,0,0,0,0,0.0,2,0,6,470,0.21,0.2,0.41,8.82,100.0,100.0,Available,0,0,0.7,1.7,3,0,0
Bentley,WOL,GKP,0.0,4.0,0.4,0,0,0.0,0.0,0.0,0.0,188,826,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-1.0,0.0,3,1,0
Bolla,WOL,DEF,0.0,4.0,0.6,0,0,0.0,0.0,0.0,0.0,0,1848,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
H.Bueno,WOL,DEF,-0.3,4.4,0.1,0,8,8.4,30.8,37.5,16.0,126,443,0,0,0,3,1,0,1,0,0,0.0,0,0,1,140,0.22,0.17,0.39,2.95,0.0,0.0,Available,0,0,-1.3,-0.3,3,0,0
Chiquinho,WOL,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Cundle,WOL,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Dawson,WOL,DEF,1.7,4.5,0.3,2,12,23.5,140.2,24.1,70.0,1197,874,0,0,0,13,1,0,0,0,0,0.0,2,0,7,610,0.38,0.1,0.48,12.58,0.0,0.0,Available,0,0,0.7,1.7,3,0,0
Fábio Silva,WOL,FWD,0.3,5.4,0.2,0,7,16.9,25.2,51.3,93.0,439,1041,0,0,0,7,1,0,0,0,0,0.0,1,0,3,246,1.12,0.09,1.21,5.65,0.0,0.0,Available,0,0,-0.7,0.3,3,0,0
Guedes,WOL,MID,0.0,5.4,0.0,0,0,0.0,0.0,0.0,0.0,0,108,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Hodge,WOL,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,344,293,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,-1.0,0.0,3,0,0
Hoever,WOL,DEF,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,148,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Hee Chan,WOL,MID,5.0,5.4,0.4,8,28,28.5,146.0,25.8,114.0,21054,4330,2,4,0,5,0,0,0,0,0,3.0,2,0,4,326,1.0,0.89,1.89,5.62,100.0,100.0,Available,0,0,4.0,5.0,3,0,4
João Gomes,WOL,MID,2.7,4.9,0.1,2,14,14.2,57.6,62.1,24.0,289,222,0,0,1,12,1,0,0,0,0,0.0,3,0,7,556,0.15,0.11,0.26,11.66,0.0,0.0,Available,0,0,1.7,2.7,3,0,1
J.Otto,WOL,DEF,0.3,4.4,0.1,1,1,0.5,5.0,0.0,0.0,57,106,0,0,0,0,0,0,0,0,0,0.0,0,0,0,4,0.0,0.0,0.0,0.07,0.0,0.0,Available,0,0,-0.7,0.3,3,0,0
Jordão,WOL,MID,0.0,4.4,0.2,0,0,0.0,0.0,0.0,0.0,604,675,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-1.0,0.0,3,0,0
Kalajdžić,WOL,FWD,0.0,4.9,0.1,0,8,8.8,42.2,11.4,35.0,266,865,1,1,0,1,0,0,0,0,0,0.0,0,0,0,16,0.26,0.01,0.27,0.3,0.0,0.0,Available,0,0,-1.0,0.0,3,0,1
Kilman,WOL,DEF,1.7,4.5,0.7,2,15,24.0,141.2,40.3,58.0,1032,2401,2,0,0,13,1,0,0,0,0,0.0,1,0,7,630,0.45,0.21,0.66,12.65,0.0,0.0,Available,0,0,0.7,1.7,3,0,0
King,WOL,GKP,0.0,4.0,0.8,0,0,0.0,0.0,0.0,0.0,182,1150,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-1.0,0.0,3,1,0
Lemina,WOL,MID,1.3,4.9,0.0,1,11,21.5,90.4,41.3,82.0,115,167,0,0,0,11,1,0,0,0,0,0.0,4,0,7,617,0.99,0.06,1.05,11.95,0.0,0.0,Available,0,0,0.3,1.3,3,0,0
Neto,WOL,MID,6.0,5.7,5.9,4,38,60.0,179.4,277.2,146.0,248730,37587,5,1,5,13,1,0,0,0,0,0.0,2,0,7,630,1.28,2.18,3.46,12.65,0.0,0.0,Available,0,0,5.0,6.0,3,0,6
Podence,WOL,MID,0.0,5.300000000000001,0.1,0,0,0.0,0.0,0.0,0.0,0,212,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
José Sá,WOL,GKP,3.0,5.0,1.5,4,26,24.9,248.8,0.0,0.0,2909,4772,4,0,0,13,1,33,0,0,0,0.0,1,0,7,630,0.0,0.0,0.0,12.65,0.0,0.0,Available,0,1,2.0,3.0,3,1,0
Sarabia,WOL,MID,0.0,4.9,0.1,0,9,19.1,46.8,99.9,44.0,97,792,0,0,1,1,1,0,0,0,0,0.0,0,0,2,172,0.41,0.67,1.08,2.29,0.0,0.0,Available,0,0,-1.0,0.0,3,0,1
Šarkić,WOL,GKP,0.0,4.0,0.4,0,0,0.0,0.0,0.0,0.0,0,894,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,1,0
N.Semedo,WOL,DEF,1.3,4.5,0.4,2,11,20.1,133.0,54.9,13.0,1672,1453,0,0,0,13,1,0,0,0,0,0.0,3,0,7,623,0.14,0.32,0.46,12.26,0.0,0.0,Available,0,0,0.3,1.3,3,0,0
Toti,WOL,DEF,1.0,4.4,0.1,2,5,2.9,27.4,1.2,0.0,230,188,0,0,0,2,0,0,0,0,0,0.0,0,0,1,159,0.0,0.0,0.0,2.64,0.0,0.0,Available,0,0,0.0,1.0,3,0,0
Boubacar Traore,WOL,MID,1.0,4.4,0.5,1,4,1.6,9.6,3.0,2.0,2295,2257,0,0,0,4,0,0,0,0,0,0.0,0,0,0,70,0.0,0.01,0.01,2.05,0.0,0.0,Available,0,0,0.0,1.0,3,0,0
Cunha,WOL,FWD,3.0,5.5,0.6,5,21,32.4,110.6,83.9,129.0,9341,3957,0,1,1,11,1,0,0,0,0,1.0,0,0,7,555,2.01,0.85,2.86,10.95,100.0,100.0,Available,0,0,2.0,3.0,3,0,2
Doherty,WOL,DEF,0.7,4.3,0.2,1,2,4.1,19.4,12.2,9.0,702,582,0,0,0,3,0,0,0,0,0,0.0,0,0,0,91,0.12,0.05,0.17,2.67,0.0,0.0,Available,0,0,-0.3,0.7,3,0,0
S.Bueno,WOL,DEF,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,81,63,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-1.0,0.0,3,0,0
González,WOL,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,71,53,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-1.0,0.0,3,0,0
Fraser,WOL,FWD,0.0,4.5,0.1,0,0,0.0,0.0,0.0,0.0,811,535,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-1.0,0.0,3,0,0
Bellegarde,WOL,MID,0.0,5.0,0.0,0,0,3.2,9.6,13.3,9.0,22,147,0,0,0,2,0,0,0,0,0,0.0,0,1,2,114,0.04,0.02,0.06,5.69,0.0,0.0,Suspended,0,0,0.0,0.0,3,0,0
