web_name,team,position,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in_event,transfers_out_event,bonus,goals_scored,assists,goals_conceded,clean_sheets,saves,own_goals,penalties_missed,penalties_saved,penalties_order,yellow_cards,red_cards,starts,minutes,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,chance_of_playing_next_round,chance_of_playing_this_round,status,in_dreamteam,dreamteam_count,ep_this,ep_next,strength,is_GKP,goal_involvement
Balogun,ARS,FWD,0.0,4.4,0.3,0,0,0.0,0.0,0.0,0.0,0,1385,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,5,0,0
Cédric,ARS,DEF,0.0,3.9000000000000004,0.4,0,0,0.0,0.0,0.0,0.0,1512,1377,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,5,0,0
M.Elneny,ARS,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,665,532,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,100.0,Available,0,0,0.5,-0.5,5,0,0
Fábio Vieira,ARS,MID,1.7,5.4,0.1,1,16,15.9,45.6,56.5,58.0,379,1113,0,0,3,2,1,0,0,0,0,0.0,0,0,2,185,0.41,0.32,0.73,1.41,100.0,75.0,Available,0,0,1.7,1.2,5,0,3
Gabriel,ARS,DEF,4.0,4.7,12.5,6,16,10.3,86.6,8.4,8.0,33459,57358,0,0,0,3,2,0,0,0,0,0.0,1,0,4,384,0.07,0.04,0.11,4.2,100.0,0.0,Available,0,0,4.5,3.5,5,0,0
Havertz,ARS,MID,2.7,7.1000000000000005,1.7,7,15,24.1,69.8,85.5,86.0,2119,3770,0,1,0,4,2,0,0,0,0,0.0,3,0,5,446,1.58,0.5,2.08,4.82,0.0,0.0,Available,0,0,3.2,2.2,5,0,1
G.Jesus,ARS,FWD,2.7,8.0,3.7,5,15,22.0,58.0,49.7,113.0,9712,44122,2,1,1,2,1,0,0,0,0,3.0,1,0,2,205,1.42,0.25,1.67,2.37,100.0,100.0,Available,0,0,3.2,2.2,5,0,2
Jorginho,ARS,MID,0.7,5.4,0.2,1,5,2.7,17.4,10.2,0.0,275,587,0,0,0,2,0,0,0,0,0,0.0,0,0,0,72,0.0,0.06,0.06,1.44,100.0,100.0,Available,0,0,1.2,0.2,5,0,0
Kiwior,ARS,DEF,0.0,4.4,0.1,0,2,3.6,16.4,4.9,14.0,79,284,0,0,0,2,0,0,0,0,0,0.0,0,0,1,91,0.32,0.03,0.35,0.79,0.0,0.0,Available,0,0,0.5,-0.5,5,0,0
Marquinhos,ARS,MID,0.0,4.5,0.1,0,0,0.0,0.0,0.0,0.0,0,120,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,5,0,0
Martinelli,ARS,MID,0.3,7.7,4.3,0,16,27.6,59.8,86.0,131.0,717,43192,0,0,2,4,1,0,0,0,0,4.0,0,0,5,356,0.79,0.54,1.33,2.99,50.0,50.0,Doubtful,0,0,0.4,-0.1,5,0,2
Nketiah,ARS,FWD,2.7,5.5,5.5,5,28,29.7,75.6,72.9,151.0,18175,31930,2,2,2,4,4,0,0,0,0,0.0,1,0,6,493,1.81,0.28,2.09,3.87,0.0,0.0,Available,0,0,3.2,2.2,5,0,4
Ødegaard,ARS,MID,7.0,8.5,22.8,17,43,56.2,198.4,177.0,187.0,133775,58001,6,3,2,5,3,0,0,0,0,2.0,1,0,7,622,2.53,0.89,3.42,5.72,0.0,0.0,Available,0,1,7.5,6.5,5,0,5
Thomas,ARS,MID,0.0,4.800000000000001,0.2,0,6,12.7,53.4,58.2,15.0,113,655,0,0,0,2,1,0,0,0,0,0.0,0,0,3,235,0.07,0.19,0.26,2.53,100.0,0.0,Available,0,0,0.0,-0.5,5,0,0
Pepe,ARS,MID,0.0,4.9,0.1,0,0,0.0,0.0,0.0,0.0,0,152,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,5,0,0
Ramsdale,ARS,GKP,0.0,4.9,11.4,0,11,5.1,51.0,0.0,0.0,2381,92504,0,0,0,4,1,5,0,0,0,0.0,0,0,4,360,0.0,0.01,0.01,3.73,0.0,0.0,Available,0,0,0.5,-0.5,5,1,0
Rúnarsson,ARS,GKP,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,251,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,5,1,0
Saka,ARS,MID,9.3,8.6,55.5,9,53,85.3,269.2,294.5,290.0,93586,380426,8,4,3,6,3,0,0,0,0,1.0,1,0,7,613,3.98,2.46,6.44,5.87,75.0,75.0,Doubtful,1,2,7.4,6.6,5,0,7
Saliba,ARS,DEF,4.3,5.2,26.4,6,29,19.8,153.2,34.5,9.0,39554,96997,2,0,1,6,3,0,0,0,0,0.0,0,0,7,630,0.04,0.1,0.14,6.22,100.0,75.0,Available,0,0,3.6,3.8,5,0,1
Smith Rowe,ARS,MID,0.7,5.300000000000001,0.1,1,2,4.6,8.4,1.5,36.0,290,512,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0.46,0.01,0.47,0.08,0.0,0.0,Available,0,0,1.2,0.2,5,0,0
Tierney,ARS,DEF,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,0,391,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,5,0,0
Tomiyasu,ARS,DEF,0.7,4.5,0.3,1,7,3.3,15.0,11.3,9.0,590,990,0,0,0,1,1,0,0,0,0,0.0,0,1,1,151,0.03,0.07,0.1,3.2,100.0,100.0,Available,0,0,1.2,0.2,5,0,0
Trossard,ARS,MID,3.7,6.6000000000000005,1.8,0,13,17.1,61.6,77.1,33.0,3732,10681,3,1,0,2,1,0,0,0,0,0.0,0,0,1,128,0.09,0.74,0.83,1.47,100.0,50.0,Available,0,1,2.1,3.2,5,0,1
White,ARS,DEF,8.3,5.5,10.3,14,36,33.1,171.4,105.9,54.0,104834,24270,4,1,1,6,3,0,0,0,0,0.0,1,0,7,630,0.52,0.6,1.12,6.22,0.0,0.0,Available,1,1,8.8,7.8,5,0,2
Xhaka,ARS,MID,0.0,6.0,0.0,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,5,0,0
Zinchenko,ARS,DEF,4.7,4.9,5.5,6,18,18.9,68.2,88.5,32.0,18316,17520,1,0,0,4,2,0,0,0,0,0.0,0,0,4,347,0.2,0.35,0.55,3.45,0.0,0.0,Available,0,0,5.2,4.2,5,0,0
Raya,ARS,GKP,5.3,4.800000000000001,3.2,6,16,5.2,52.2,0.0,0.0,30660,11191,2,0,0,2,2,5,0,0,0,0.0,0,0,3,270,0.0,0.0,0.0,2.49,0.0,0.0,Available,0,0,5.8,4.8,5,1,0
Rice,ARS,MID,2.3,5.4,4.4,3,24,28.6,147.2,68.2,70.0,10529,14465,3,1,0,5,3,0,0,0,0,0.0,0,0,7,575,0.67,0.45,1.12,5.51,100.0,75.0,Available,0,1,2.1,1.8,5,0,1
Nelson,ARS,MID,0.7,4.9,0.1,1,3,5.1,10.4,30.6,10.0,274,733,0,0,0,0,0,0,0,0,0,5.0,0,0,0,35,0.02,0.14,0.16,0.53,100.0,100.0,Available,0,0,1.2,0.2,5,0,0
J.Timber,ARS,DEF,0.0,4.7,0.6,0,0,0.6,3.6,2.4,0.0,43,1879,0,0,0,0,0,0,0,0,0,0.0,1,0,1,49,0.0,0.01,0.01,0.28,0.0,0.0,Injured,0,0,0.0,0.0,5,0,0
Hein,ARS,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,207,217,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.5,-0.5,5,1,0
Alex Moreno,AVL,DEF,0.0,5.0,0.1,0,0,0.0,0.0,0.0,0.0,227,909,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,25.0,Doubtful,0,0,0.0,0.0,4,0,0
Bailey,AVL,MID,2.0,5.5,1.0,0,22,20.7,95.4,52.4,59.0,518,22802,3,2,1,4,1,0,0,0,0,0.0,1,0,2,201,1.09,0.99,2.08,5.27,75.0,0.0,Doubtful,0,1,0.0,1.5,4,0,3
Buendia,AVL,MID,0.0,5.800000000000001,0.0,0,0,0.0,0.0,0.0,0.0,35,121,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,4,0,0
Cash,AVL,DEF,4.3,4.9,25.0,6,34,42.4,183.0,45.5,195.0,494766,19608,4,2,1,10,2,0,1,0,0,0.0,2,0,7,626,2.89,0.82,3.71,10.91,0.0,0.0,Available,0,1,4.3,4.3,4,0,3
Chambers,AVL,DEF,0.0,3.9000000000000004,1.0,0,0,0.0,0.0,0.0,0.0,2186,3040,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,4,0,0
Coutinho,AVL,MID,0.0,5.800000000000001,0.2,0,2,1.8,4.0,2.8,12.0,0,554,0,0,0,1,0,0,0,0,0,0.0,0,0,0,24,0.15,0.02,0.17,0.68,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Davis,AVL,FWD,0.0,4.9,0.2,0,0,0.0,0.0,0.0,0.0,0,541,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Dendoncker,AVL,MID,0.7,4.9,0.0,0,2,0.5,5.2,0.1,0.0,88,73,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0.0,0.0,0.0,0.19,100.0,100.0,Available,0,0,0.7,0.7,4,0,0
Diego Carlos,AVL,DEF,0.0,4.4,0.3,0,4,8.7,40.6,1.5,45.0,947,609,0,0,0,4,0,0,0,0,0,0.0,0,0,2,160,0.37,0.01,0.38,2.46,100.0,100.0,Available,0,0,0.0,0.0,4,0,0
Digne,AVL,DEF,3.7,4.6000000000000005,5.5,1,26,39.4,140.4,213.2,41.0,64152,22125,2,0,3,11,2,0,0,0,0,0.0,4,0,7,620,0.14,0.81,0.95,11.1,0.0,0.0,Available,0,1,3.7,3.7,4,0,3
Douglas Luiz,AVL,MID,6.7,5.4,2.9,8,32,37.9,183.8,116.7,79.0,88249,14452,5,3,0,11,2,0,0,0,0,1.0,4,0,7,579,1.96,0.78,2.74,11.05,0.0,0.0,Available,0,1,6.7,6.7,4,0,3
Duran,AVL,FWD,2.0,5.0,0.3,0,15,13.7,72.6,14.2,55.0,2726,3472,3,2,0,0,0,0,0,0,0,0.0,2,0,0,68,0.73,0.01,0.74,1.12,100.0,100.0,Available,0,0,2.0,2.0,4,0,2
Hause,AVL,DEF,0.0,4.0,0.2,0,0,0.0,0.0,0.0,0.0,852,598,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,4,0,0
Iroegbunam,AVL,MID,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,35,70,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,4,0,0
Kamara,AVL,MID,2.0,5.0,0.1,2,15,19.6,82.2,101.8,11.0,386,956,1,0,0,11,2,0,0,0,0,0.0,1,0,7,595,0.05,0.18,0.23,10.56,75.0,0.0,Doubtful,0,0,2.0,1.5,4,0,0
Konsa,AVL,DEF,3.3,4.5,1.0,1,19,15.4,133.6,7.2,13.0,4681,3561,1,0,0,11,2,0,0,0,0,0.0,1,0,7,630,0.21,0.04,0.25,11.55,0.0,0.0,Available,0,0,3.3,3.3,4,0,0
Martinez,AVL,GKP,3.3,4.9,6.6,2,20,15.6,154.8,0.0,0.0,31438,16334,2,0,0,10,2,19,0,0,0,0.0,2,0,6,540,0.0,0.0,0.0,10.82,100.0,100.0,Available,0,0,3.3,3.3,4,1,0
McGinn,AVL,MID,3.0,5.5,0.6,5,25,27.9,97.2,112.3,69.0,8321,2503,2,1,1,9,2,0,0,0,0,0.0,1,0,7,567,1.09,0.63,1.72,9.2,0.0,0.0,Available,0,0,3.0,3.0,4,0,2
Mings,AVL,DEF,0.0,4.2,1.9,0,0,2.2,3.6,13.0,5.0,220,9765,0,0,0,2,0,0,0,0,0,0.0,0,0,1,30,0.01,0.16,0.17,1.08,0.0,0.0,Injured,0,0,0.0,0.0,4,0,0
Olsen,AVL,GKP,0.0,4.0,0.8,0,2,1.2,12.0,0.0,0.0,786,2009,0,0,0,1,0,1,0,0,0,0.0,0,0,1,90,0.0,0.0,0.0,0.73,0.0,0.0,Available,0,0,0.0,0.0,4,1,0
Philogene,AVL,MID,0.0,4.5,0.1,0,1,0.3,0.4,0.3,2.0,0,356,0,0,0,1,0,0,0,0,0,0.0,0,0,0,3,0.0,0.0,0.0,0.65,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
J.Ramsey,AVL,MID,2.3,5.9,0.1,6,7,7.4,43.8,1.6,28.0,5244,1378,0,1,0,0,0,0,0,0,0,0.0,0,0,0,48,0.19,0.04,0.23,0.73,75.0,50.0,Doubtful,0,0,1.1,1.7,4,0,1
Sanson,AVL,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Sinisalo,AVL,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,1,0
Tielemans,AVL,MID,1.0,5.7,0.6,1,7,5.1,16.8,21.2,12.0,1241,2206,0,0,0,3,0,0,0,0,0,0.0,0,0,0,136,0.08,0.14,0.22,3.67,0.0,0.0,Available,0,0,1.0,1.0,4,0,0
Bertrand Traoré,AVL,MID,0.0,5.0,0.0,0,1,0.0,0.0,0.0,0.0,186,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,9,0.0,0.0,0.0,0.45,100.0,100.0,Available,0,0,0.0,0.0,4,0,0
Watkins,AVL,FWD,12.3,8.0,25.1,23,54,68.2,225.2,174.0,283.0,671362,20998,6,4,6,11,2,0,0,0,0,2.0,0,0,7,590,2.98,0.53,3.51,10.86,0.0,0.0,Available,1,1,12.3,12.3,4,0,10
Wesley,AVL,FWD,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,0,0
Pau,AVL,DEF,4.0,4.5,2.2,2,21,14.7,93.2,34.3,19.0,13573,10218,2,0,0,9,2,0,0,0,0,0.0,0,0,6,599,0.03,0.07,0.1,10.47,0.0,0.0,Available,0,0,4.0,4.0,4,0,0
Diaby,AVL,MID,5.3,6.7,12.7,8,40,51.0,161.4,142.5,205.0,201611,91278,2,2,4,10,2,0,0,0,0,0.0,0,0,7,559,1.68,0.9,2.58,10.13,75.0,0.0,Doubtful,0,1,5.3,4.0,4,0,6
Kellyman,AVL,MID,0.0,4.5,0.1,0,0,0.0,0.0,0.0,0.0,490,318,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,4,0,0
Marschall,AVL,GKP,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,100,84,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,4,1,0
Zaniolo,AVL,MID,1.3,5.5,0.1,1,6,17.2,24.6,56.0,91.0,1585,679,0,0,0,2,1,0,0,0,0,0.0,1,0,3,228,0.49,0.4,0.89,3.33,0.0,0.0,Available,0,0,1.3,1.3,4,0,0
Zych,AVL,GKP,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,297,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,4,1,0
Lenglet,AVL,DEF,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,265,247,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,0.0,4,0,0
Anthony,BOU,MID,0.0,4.9,0.1,0,3,3.0,9.0,4.6,16.0,0,299,0,0,0,5,0,0,0,0,0,0.0,1,0,2,151,0.07,0.02,0.09,4.44,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Billing,BOU,MID,2.3,5.300000000000001,0.4,2,15,28.0,87.0,98.5,96.0,3076,2167,0,0,0,14,1,0,0,0,0,0.0,0,0,7,600,1.33,0.24,1.57,15.53,0.0,0.0,Available,0,0,1.8,2.3,3,0,0
Brooks,BOU,MID,0.3,4.9,0.1,0,13,17.9,50.0,64.3,64.0,377,610,2,1,0,2,0,0,0,0,0,0.0,1,0,1,144,1.59,0.31,1.9,3.2,0.0,0.0,Available,0,0,-0.2,0.3,3,0,1
Christie,BOU,MID,3.3,5.0,0.1,2,17,29.9,79.6,126.1,93.0,2521,805,0,0,1,12,1,0,0,0,0,0.0,0,0,7,524,0.37,0.69,1.06,13.71,100.0,100.0,Available,0,0,2.8,3.3,3,0,1
L.Cook,BOU,MID,2.3,5.0,0.0,2,10,12.4,61.2,45.3,18.0,130,56,0,0,0,10,1,0,0,0,0,0.0,0,0,4,405,0.07,0.15,0.22,11.06,100.0,100.0,Available,0,0,1.8,2.3,3,0,0
Siriki,BOU,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Fredericks,BOU,DEF,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,22,56,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Hill,BOU,DEF,0.0,4.0,0.2,0,1,0.2,0.0,1.8,0.0,0,638,0,0,0,0,0,0,0,0,0,0.0,0,0,0,15,0.0,0.01,0.01,0.19,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Kelly,BOU,DEF,3.0,4.5,0.0,0,10,8.6,50.4,33.6,2.0,36,284,2,0,0,5,1,0,0,0,0,0.0,1,0,3,276,0.0,0.07,0.07,5.6,25.0,25.0,Doubtful,0,0,0.6,0.8,3,0,0
Kilkenny,BOU,MID,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,277,293,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.0,3,0,0
Kluivert,BOU,MID,1.3,4.7,0.2,1,9,13.6,25.6,53.4,56.0,2065,1494,0,0,0,7,0,0,0,0,0,0.0,0,0,4,334,0.35,0.67,1.02,8.16,0.0,0.0,Available,0,0,0.8,1.3,3,0,0
Lowe,BOU,MID,0.0,4.9,0.0,0,0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Marcondes,BOU,MID,0.0,4.4,0.0,0,0,0.0,0.0,0.0,0.0,58,67,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Mepham,BOU,DEF,0.0,4.3,0.1,0,1,2.6,15.2,11.2,0.0,18,270,0,0,0,1,0,0,0,0,0,0.0,1,0,0,33,0.0,0.01,0.01,1.22,25.0,25.0,Doubtful,0,0,-0.1,0.0,3,0,0
Moore,BOU,FWD,0.0,4.7,0.3,0,3,2.1,0.4,6.0,17.0,562,1231,0,0,0,0,0,0,0,0,0,0.0,0,0,0,54,0.27,0.06,0.33,0.66,0.0,0.0,Available,0,0,-0.5,0.0,3,0,0
Neto,BOU,GKP,4.0,4.5,1.6,1,27,24.1,240.2,0.0,0.0,16273,7609,5,0,0,15,1,30,0,0,1,0.0,2,0,7,630,0.0,0.01,0.01,16.55,0.0,0.0,Available,0,1,3.5,4.0,3,1,0
O.Dango,BOU,MID,1.7,4.800000000000001,0.0,1,5,9.9,19.6,18.8,60.0,100,90,0,0,0,2,1,0,0,0,0,0.0,0,0,1,120,0.57,0.05,0.62,2.13,100.0,100.0,Available,0,0,1.2,1.7,3,0,0
Pearson,BOU,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Randolph,BOU,GKP,0.0,4.0,0.5,0,0,0.0,0.0,0.0,0.0,311,851,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.0,3,1,0
Rothwell,BOU,MID,0.3,4.9,0.0,1,6,5.7,24.8,29.1,3.0,28,40,0,0,0,6,0,0,0,0,0,0.0,0,0,3,225,0.03,0.08,0.11,6.07,0.0,0.0,Available,0,0,-0.2,0.3,3,0,0
Semenyo,BOU,FWD,0.7,4.5,2.9,1,15,17.7,50.0,22.0,106.0,12671,19866,1,1,1,8,0,0,0,0,0,0.0,1,0,3,254,0.7,0.13,0.83,7.7,100.0,100.0,Available,0,0,0.2,0.7,3,0,2
Senesi,BOU,DEF,0.3,4.4,0.1,0,7,13.7,107.4,28.0,0.0,553,553,0,0,1,10,0,0,0,0,0,0.0,1,0,4,345,0.0,0.29,0.29,11.3,0.0,0.0,Available,0,0,-0.2,0.3,3,0,1
Smith,BOU,DEF,0.3,4.4,0.0,1,1,0.2,0.6,1.2,0.0,82,51,0,0,0,1,0,0,0,0,0,0.0,0,0,0,7,0.0,0.03,0.03,0.58,100.0,100.0,Available,0,0,-0.2,0.3,3,0,0
Solanke,BOU,FWD,3.3,6.4,2.5,2,31,47.3,142.4,93.2,235.0,49323,18111,2,3,1,15,1,0,0,0,0,1.0,0,0,7,630,2.91,0.39,3.3,16.55,100.0,50.0,Available,0,0,1.4,3.3,3,0,4
Tavernier,BOU,MID,2.0,5.4,0.0,1,10,13.0,44.8,54.9,30.0,826,313,0,0,1,6,1,0,0,0,0,0.0,0,0,3,211,0.09,0.57,0.66,6.92,100.0,100.0,Available,0,0,1.5,2.0,3,0,1
Hamed Traorè,BOU,MID,0.3,4.800000000000001,0.0,0,3,5.7,12.8,14.8,30.0,33,45,0,0,0,1,0,0,0,0,0,0.0,0,0,0,44,0.17,0.01,0.18,0.84,0.0,0.0,Available,0,0,-0.2,0.3,3,0,0
Travers,BOU,GKP,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,294,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,1,0
Zabarnyi,BOU,DEF,2.0,4.5,0.1,0,11,14.6,131.0,6.9,8.0,906,538,0,0,0,15,1,0,0,0,0,0.0,1,0,7,630,0.07,0.05,0.12,16.55,0.0,0.0,Available,0,0,1.5,2.0,3,0,0
Kerkez,BOU,DEF,1.7,4.5,0.2,1,10,15.5,85.0,54.2,16.0,1010,827,0,0,0,14,1,0,1,0,0,0.0,1,0,7,605,0.07,0.32,0.39,15.47,0.0,0.0,Available,0,0,1.2,1.7,3,0,0
Radu,BOU,GKP,0.0,4.4,0.1,0,0,0.0,0.0,0.0,0.0,97,168,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.0,3,1,0
Greenwood,BOU,DEF,0.0,4.0,0.2,0,0,0.0,0.0,0.0,0.0,627,509,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,-0.5,0.0,3,0,0
Aarons,BOU,DEF,2.3,4.5,0.2,0,11,17.8,93.8,70.2,14.0,2934,1500,0,0,0,15,1,0,0,0,0,0.0,1,0,7,614,0.02,0.36,0.38,16.36,0.0,0.0,Available,0,0,1.8,2.3,3,0,0
Scott,BOU,MID,0.0,4.9,0.0,0,0,0.0,0.0,0.0,0.0,23,26,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Adams,BOU,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,101,52,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,Injured,0,0,-0.5,0.0,3,0,0
Sinisterra,BOU,MID,0.7,5.5,0.0,1,2,3.0,10.0,12.3,8.0,222,137,0,0,0,1,0,0,0,0,0,0.0,0,0,0,48,0.0,0.06,0.06,1.25,0.0,0.0,Available,0,0,0.2,0.7,3,0,0
Ajer,BRE,DEF,0.7,4.5,0.3,2,8,13.4,47.6,15.6,71.0,539,840,0,0,1,5,0,0,0,0,0,0.0,0,0,2,210,0.48,1.51,1.99,2.32,100.0,100.0,Available,0,0,0.7,0.2,3,0,1
Balcombe,BRE,GKP,0.0,4.0,0.2,0,0,0.0,0.0,0.0,0.0,175,490,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Available,0,0,0.0,-0.5,3,1,0
Baptiste,BRE,MID,0.0,4.4,1.0,0,1,0.2,2.2,0.0,0.0,45,5731,0,0,0,0,0,0,0,0,0,0.0,0,0,0,18,0.0,0.01,0.01,0.24,0.0,0.0,Injured,0,0,0.0,0.0,3,0,0
Bech,BRE,DEF,0.0,4.0,0.1,0,0,0.0,0.0,0.0,0.0,0,449,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Bidstrup,BRE,MID,0.0,4.5,0.0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Canós,BRE,MID,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0,18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Unavailable,0,0,0.0,0.0,3,0,0
Collins,BRE,DEF,1.3,4.5,0.5,2,17,18.4,119.6,32.0,31.0,672,2292,0,0,1,8,1,0,0,0,0,0.0,1,0,6,549,0.13,0.5,0.63,6.26,0.0,0.0,Available,0,0,1.3,0.8,3,0,1
